Nombre;Especie;Género;Familia;Orden
;Petaurillus emiliae;Petaurillus;Sciuridae;RODENTIA
;Rhipidomys emiliae;Rhipidomys;Cricetidae;RODENTIA
;Lonchothrix emiliae;Lonchothrix;Echimyidae;RODENTIA
;Ctenomys emilianus;Ctenomys;Ctenomyidae;RODENTIA
;Cricetomys emini;Cricetomys;Nesomyidae;RODENTIA
;Taterillus emini;Taterillus;Muridae;RODENTIA
;Uromys emmae;Uromys;Muridae;RODENTIA
;Oryzomys emmonsae;Oryzomys;Cricetidae;RODENTIA
;Cryptotis endersi;Cryptotis;Soricidae;SORICOMORPHA
;Pipistrellus endoi;Pipistrellus;Vespertilionidae;CHIROPTERA
;Rattus enganus;Rattus;Muridae;RODENTIA
Langur común;Semnopithecus entellus;Semnopithecus;Cercopithecidae;PRIMATES
;Apodemus epimelas;Apodemus;Muridae;RODENTIA
;Cryptotis equatoris;Cryptotis;Soricidae;SORICOMORPHA
Antílope ruano;Hippotragus equinus;Hippotragus;Bovidae;ARTIODACTYLA
;Perameles eremiana;Perameles;Peramelidae;PERAMELEMORPHIA
;Chaetodipus eremicus;Chaetodipus;Heteromyidae;RODENTIA
Ratón del cactus;Peromyscus eremicus;Peromyscus;Cricetidae;RODENTIA
;Crocidura erica;Crocidura;Soricidae;SORICOMORPHA
;Kerivoula eriophora;Kerivoula;Vespertilionidae;CHIROPTERA
;Gazella erlangeri;Gazella;Bovidae;ARTIODACTYLA
Armiño;Mustela erminea;Mustela;Mustelidae;CARNIVORA
;Leptomys ernstmayri;Leptomys;Muridae;RODENTIA
;Thomasomys erro;Thomasomys;Cricetidae;RODENTIA
;Callosciurus erythraeus;Callosciurus;Sciuridae;RODENTIA
;Cercopithecus erythrogaster;Cercopithecus;Cercopithecidae;PRIMATES
;Spermophilus erythrogenys;Spermophilus;Sciuridae;RODENTIA
;Mastomys erythroleucus;Mastomys;Muridae;RODENTIA
;Sturnira erythromos;Sturnira;Phyllostomidae;CHIROPTERA
;Xerus erythropus;Xerus;Sciuridae;RODENTIA
;Cercopithecus erythrotis;Cercopithecus;Cercopithecidae;PRIMATES
;Ochotona erythrotis;Ochotona;Ochotonidae;LAGOMORPHA
Musarañita;Suncus etruscus;Suncus;Soricidae;SORICOMORPHA
Ualabí de Tammar;Macropus eugenii;Macropus;Macropodidae;DIPROTODONTIA
;Allactaga euphratica;Allactaga;Dipodidae;RODENTIA
Topo común;Talpa europaea;Talpa;Talpidae;SORICOMORPHA
Liebre común;Lepus europaeus;Lepus;Leporidae;LAGOMORPHA
Erizo;Erinaceus europaeus;Erinaceus;Erinaceidae;ERINACEOMORPHA
Zifio de Gervais;Mesoplodon europaeus;Mesoplodon;Ziphiidae;CETACEA
;Rhinolophus euryale;Rhinolophus;Rhinolophidae;CHIROPTERA
Bongo;Tragelaphus eurycerus;Tragelaphus;Bovidae;ARTIODACTYLA
;Rhinolophus euryotis;Rhinolophus;Rhinolophidae;CHIROPTERA
;Cephalorhynchus eutropia;Cephalorhynchus;Delphinidae;CETACEA
;Caryomys eva;Caryomys;Cricetidae;RODENTIA
;Peromyscus eva;Peromyscus;Cricetidae;RODENTIA
;Urogale everetti;Urogale;Tupaiidae;SCANDENTIA
;Dremomys everetti;Dremomys;Sciuridae;RODENTIA
;Rattus everetti;Rattus;Muridae;RODENTIA
;Melogale everetti;Melogale;Mustelidae;CARNIVORA
;Mustela eversmanii;Mustela;Mustelidae;CARNIVORA
;Allocricetulus eversmanni;Allocricetulus;Cricetidae;RODENTIA
;Microtus evoronensis;Microtus;Cricetidae;RODENTIA
;Notiosorex evotis;Notiosorex;Soricidae;SORICOMORPHA
;Lophostoma evotis;Lophostoma;Phyllostomidae;CHIROPTERA
;Myotis evotis;Myotis;Vespertilionidae;CHIROPTERA
;Niviventer excelsior;Niviventer;Muridae;RODENTIA
;Sorex excelsus;Sorex;Soricidae;SORICOMORPHA
;Exilisciurus exilis;Exilisciurus;Sciuridae;RODENTIA
;Dobsonia exoleta;Dobsonia;Pteropodidae;CHIROPTERA
;Calomys expulsus;Calomys;Cricetidae;RODENTIA
Rata de la Polinesia;Rattus exulans;Rattus;Muridae;RODENTIA
;Lepus fagani;Lepus;Leporidae;LAGOMORPHA
;Phyllops falcatus;Phyllops;Phyllostomidae;CHIROPTERA
Marjor;Capra falconeri;Capra;Bovidae;ARTIODACTYLA
;Chaetodipus fallax;Chaetodipus;Heteromyidae;RODENTIA
;Crunomys fallax;Crunomys;Muridae;RODENTIA
;Pelomys fallax;Pelomys;Muridae;RODENTIA
;Abrocoma famatina;Abrocoma;Abrocomidae;RODENTIA
;Ctenomys famosus;Ctenomys;Ctenomyidae;RODENTIA
;Gerbillus famulus;Gerbillus;Muridae;RODENTIA
;Mus famulus;Mus;Muridae;RODENTIA
;Melonycteris fardoulisi;Melonycteris;Pteropodidae;CHIROPTERA
;Galidictis fasciata;Galidictis;Eupleridae;CARNIVORA
;Histriophoca fasciata;Histriophoca;Phocidae;CARNIVORA
Numbat;Myrmecobius fasciatus;Myrmecobius;Myrmecobiidae;DASYUROMORPHIA
;Lagostrophus fasciatus;Lagostrophus;Macropodidae;DIPROTODONTIA
;Perognathus fasciatus;Perognathus;Heteromyidae;RODENTIA
Macaco cangrejero;Macaca fascicularis;Macaca;Cercopithecidae;PRIMATES
;Trichys fasciculata;Trichys;Hystricidae;RODENTIA
;Pteropus faunulus;Pteropus;Pteropodidae;CHIROPTERA
;Muntiacus feae;Muntiacus;Cervidae;ARTIODACTYLA
;Rattus feliceus;Rattus;Muridae;RODENTIA
;Lontra felina;Lontra;Mustelidae;CARNIVORA
;Mustela felipei;Mustela;Mustelidae;CARNIVORA
;Suncus fellowesgordoni;Suncus;Soricidae;SORICOMORPHA
;Protochromys fellowsi;Protochromys;Muridae;RODENTIA
;Microtus felteni;Microtus;Cricetidae;RODENTIA
;Presbytis femoralis;Presbytis;Cercopithecidae;PRIMATES
;Nyctinomops femorosaccus;Nyctinomops;Molossidae;CHIROPTERA
;Pogonomys fergussoniensis;Pogonomys;Muridae;RODENTIA
;Lonchorhina fernandezi;Lonchorhina;Phyllostomidae;CHIROPTERA
;Nesoryzomys fernandinae;Nesoryzomys;Cricetidae;RODENTIA
;Mus fernandoni;Mus;Muridae;RODENTIA
;Feroculus feroculus;Feroculus;Soricidae;SORICOMORPHA
Fosa;Cryptoprocta ferox;Cryptoprocta;Eupleridae;CARNIVORA
Zorro tibetano;Vulpes ferrilata;Vulpes;Canidae;CARNIVORA
;Phaenomys ferrugineus;Phaenomys;Cricetidae;RODENTIA
;Deomys ferrugineus;Deomys;Muridae;RODENTIA
Murciélago grande de herradura;Rhinolophus ferrumequinum;Rhinolophus;Rhinolophidae;CHIROPTERA
;Hyperacrius fertilis;Hyperacrius;Cricetidae;RODENTIA
;Castor fiber;Castor;Castoridae;RODENTIA
;Pseudomys fieldi;Pseudomys;Muridae;RODENTIA
;Eoglaucomys fimbriatus;Eoglaucomys;Sciuridae;RODENTIA
;Artibeus fimbriatus;Artibeus;Phyllostomidae;CHIROPTERA
;Myotis fimbriatus;Myotis;Vespertilionidae;CHIROPTERA
Murciélago de Findley;Myotis findleyi;Myotis;Vespertilionidae;CHIROPTERA
;Vespadelus finlaysoni;Vespadelus;Vespertilionidae;CHIROPTERA
;Callosciurus finlaysonii;Callosciurus;Sciuridae;RODENTIA
;Allactaga firouzi;Allactaga;Dipodidae;RODENTIA
;Rhinophylla fischerae;Rhinophylla;Phyllostomidae;CHIROPTERA
;Crocidura fischeri;Crocidura;Soricidae;SORICOMORPHA
;Haplonycteris fischeri;Haplonycteris;Pteropodidae;CHIROPTERA
;Ctenomys flamarioni;Ctenomys;Ctenomyidae;RODENTIA
;Sciurus flammifer;Sciurus;Sciuridae;RODENTIA
;Perognathus flavescens;Perognathus;Heteromyidae;RODENTIA
;Oligoryzomys flavescens;Oligoryzomys;Cricetidae;RODENTIA
;Crocidura flavescens;Crocidura;Soricidae;SORICOMORPHA
;Ariteus flavescens;Ariteus;Phyllostomidae;CHIROPTERA
;Neoromicia flavescens;Neoromicia;Vespertilionidae;CHIROPTERA
;Galerella flavescens;Galerella;Herpestidae;CARNIVORA
León marino de la Patagonia;Otaria flavescens;Otaria;Otariidae;CARNIVORA
;Oecomys flavicans;Oecomys;Cricetidae;RODENTIA
;Oreonax flavicauda;Oreonax;Atelidae;PRIMATES
;Callithrix flaviceps;Callithrix;Cebidae;PRIMATES
;Apodemus flavicollis;Apodemus;Muridae;RODENTIA
;Galea flavidens;Galea;Caviidae;RODENTIA
;Isthmomys flavidus;Isthmomys;Cricetidae;RODENTIA
Marta de garganta amarilla;Martes flavigula;Martes;Mustelidae;CARNIVORA
;Lepus flavigularis;Lepus;Leporidae;LAGOMORPHA
Antequino de pies amarillos;Antechinus flavipes;Antechinus;Dasyuridae;DASYUROMORPHIA
;Microsciurus flaviventer;Microsciurus;Sciuridae;RODENTIA
Marmota de vientre amarillo;Marmota flaviventris;Marmota;Sciuridae;RODENTIA
;Saccolaimus flaviventris;Saccolaimus;Emballonuridae;CHIROPTERA
;Lophuromys flavopunctatus;Lophuromys;Muridae;RODENTIA
;Paraxerus flavovittis;Paraxerus;Sciuridae;RODENTIA
;Perognathus flavus;Perognathus;Heteromyidae;RODENTIA
Kinkajú;Potos flavus;Potos;Procyonidae;CARNIVORA
;Kerivoula flora;Kerivoula;Vespertilionidae;CHIROPTERA
;Spelaeomys florensis;Spelaeomys;Muridae;RODENTIA
;Neotoma floridana;Neotoma;Cricetidae;RODENTIA
;Podomys floridanus;Podomys;Cricetidae;RODENTIA
Conejo de Florida;Sylvilagus floridanus;Sylvilagus;Leporidae;LAGOMORPHA
;Murina florium;Murina;Vespertilionidae;CHIROPTERA
;Gerbillus floweri;Gerbillus;Muridae;RODENTIA
;Crocidura floweri;Crocidura;Soricidae;SORICOMORPHA
;Eptesicus floweri;Eptesicus;Vespertilionidae;CHIROPTERA
;Sotalia fluviatilis;Sotalia;Delphinidae;CETACEA
;Piliocolobus foai;Piliocolobus;Cercopithecidae;PRIMATES
;Ctenomys fochi;Ctenomys;Ctenomyidae;RODENTIA
;Ctenomys fodax;Ctenomys;Ctenomyidae;RODENTIA
;Neomys fodiens;Neomys;Soricidae;SORICOMORPHA
;Crocidura foetida;Crocidura;Soricidae;SORICOMORPHA
Garduña;Martes foina;Martes;Mustelidae;CARNIVORA
Zokor chino;Eospalax fontanierii;Eospalax;Spalacidae;RODENTIA
;Pseudochirulus forbesi;Pseudochirulus;Pseudocheiridae;DIPROTODONTIA
;Chiruromys forbesi;Chiruromys;Muridae;RODENTIA
;Rhinolophus formosae;Rhinolophus;Rhinolophidae;CHIROPTERA
;Gracilinanus formosus;Gracilinanus;Didelphidae;DIDELPHIMORPHIA
;Chaetodipus formosus;Chaetodipus;Heteromyidae;RODENTIA
;Otomops formosus;Otomops;Molossidae;CHIROPTERA
;Myotis formosus;Myotis;Vespertilionidae;CHIROPTERA
;Oligoryzomys fornesi;Oligoryzomys;Cricetidae;RODENTIA
;Sciurotamias forresti;Sciurotamias;Sciuridae;RODENTIA
;Neodon forresti;Neodon;Cricetidae;RODENTIA
;Leggadina forresti;Leggadina;Muridae;RODENTIA
;Ochotona forresti;Ochotona;Ochotonidae;LAGOMORPHA
Lobo marino de Nueva Zelanda;Arctocephalus forsteri;Arctocephalus;Otariidae;CARNIVORA
;Myotis fortidens;Myotis;Vespertilionidae;CHIROPTERA
Campañol;Microtus fortis;Microtus;Cricetidae;RODENTIA
;Fossa fossana;Fossa;Eupleridae;CARNIVORA
;Euneomys fossor;Euneomys;Cricetidae;RODENTIA
;Microgale fotsifotsy;Microgale;Tenrecidae;AFROSORICIDA
;Dasymys foxi;Dasymys;Muridae;RODENTIA
;Cryptomys foxi;Cryptomys;Bathyergidae;RODENTIA
;Crocidura foxi;Crocidura;Soricidae;SORICOMORPHA
;Onychogalea fraenata;Onychogalea;Macropodidae;DIPROTODONTIA
Ratón de cola cubierta;Mus fragilicauda;Mus;Muridae;RODENTIA
Langur;Trachypithecus francoisi;Trachypithecus;Cercopithecidae;PRIMATES
;Spermophilus franklinii;Spermophilus;Sciuridae;RODENTIA
;Epomops franqueti;Epomops;Pteropodidae;CHIROPTERA
;Ctenomys frater;Ctenomys;Ctenomyidae;RODENTIA
;Myotis frater;Myotis;Vespertilionidae;CHIROPTERA
;Sundasciurus fraterculus;Sundasciurus;Sciuridae;RODENTIA
;Peromyscus fraterculus;Peromyscus;Cricetidae;RODENTIA
;Melomys fraterculus;Melomys;Muridae;RODENTIA
;Artibeus fraterculus;Artibeus;Phyllostomidae;CHIROPTERA
;Miniopterus fraterculus;Miniopterus;Vespertilionidae;CHIROPTERA
;Niviventer fraternus;Niviventer;Muridae;RODENTIA
;Bunomys fratrorum;Bunomys;Muridae;RODENTIA
;Mustela frenata;Mustela;Mustelidae;CARNIVORA
;Philander frenatus;Philander;Didelphidae;DIDELPHIMORPHIA
;Melomys frigicola;Melomys;Muridae;RODENTIA
;Coelops frithii;Coelops;Hipposideridae;CHIROPTERA
;Lavia frons;Lavia;Megadermatidae;CHIROPTERA
;Atelerix frontalis;Atelerix;Erinaceidae;ERINACEOMORPHA
Gayal;Bos frontalis;Bos;Bovidae;ARTIODACTYLA
Delfín pintado;Stenella frontalis;Stenella;Delphinidae;CETACEA
;Presbytis frontata;Presbytis;Cercopithecidae;PRIMATES
;Kunsia fronto;Kunsia;Cricetidae;RODENTIA
;Neopteryx frosti;Neopteryx;Pteropodidae;CHIROPTERA
;Melomys fulgens;Melomys;Muridae;RODENTIA
Panda rojo;Ailurus fulgens;Ailurus;Ailuridae;CARNIVORA
;Cavia fulgida;Cavia;Caviidae;RODENTIA
;Dasyprocta fuliginosa;Dasyprocta;Dasyproctidae;RODENTIA
;Crocidura fuliginosa;Crocidura;Soricidae;SORICOMORPHA
;Caenolestes fuliginosus;Caenolestes;Caenolestidae;PAUCITUBERCULATA
;Sminthopsis fuliginosus;Sminthopsis;Dasyuridae;DASYUROMORPHIA
Canguro gris occidental;Macropus fuliginosus;Macropus;Macropodidae;DIPROTODONTIA
;Hipposideros fuliginosus;Hipposideros;Hipposideridae;CHIROPTERA
;Tadarida fulminans;Tadarida;Molossidae;CHIROPTERA
;Vernaya fulva;Vernaya;Muridae;RODENTIA
;Crocidura fulvastra;Crocidura;Soricidae;SORICOMORPHA
;Reithrodontomys fulvescens;Reithrodontomys;Cricetidae;RODENTIA
;Oligoryzomys fulvescens;Oligoryzomys;Cricetidae;RODENTIA
;Niviventer fulvescens;Niviventer;Muridae;RODENTIA
Ratón de campo estepario;Apodemus fulvipectus;Apodemus;Muridae;RODENTIA
;Lycalopex fulvipes;Lycalopex;Canidae;CARNIVORA
;Rhipidomys fulviventer;Rhipidomys;Cricetidae;RODENTIA
Rata de algodón de vientre leonado;Sigmodon fulviventer;Sigmodon;Cricetidae;RODENTIA
;Tylomys fulviventer;Tylomys;Cricetidae;RODENTIA
;Redunca fulvorufula;Redunca;Bovidae;ARTIODACTYLA
Lémur pardo;Eulemur fulvus;Eulemur;Lemuridae;PRIMATES
;Spermophilus fulvus;Spermophilus;Sciuridae;RODENTIA
;Ctenomys fulvus;Ctenomys;Ctenomyidae;RODENTIA
;Hipposideros fulvus;Hipposideros;Hipposideridae;CHIROPTERA
;Akodon fumeus;Akodon;Cricetidae;RODENTIA
Ratón ahumado;Pseudomys fumeus;Pseudomys;Muridae;RODENTIA
Musaraña ahumada;Sorex fumeus;Sorex;Soricidae;SORICOMORPHA
;Episoriculus fumidus;Episoriculus;Soricidae;SORICOMORPHA
;Rhinolophus fumigatus;Rhinolophus;Rhinolophidae;CHIROPTERA
;Crocidura fumosa;Crocidura;Soricidae;SORICOMORPHA
;Cratogeomys fumosus;Cratogeomys;Geomyidae ;RODENTIA
;Heimyscus fumosus;Heimyscus;Muridae;RODENTIA
;Pteropus fundatus;Pteropus;Pteropodidae;CHIROPTERA
;Emballonura furax;Emballonura;Emballonuridae;CHIROPTERA
;Phaner furcifer;Phaner;Cheirogaleidae;PRIMATES
;Triaenops furculus;Triaenops;Hipposideridae;CHIROPTERA
;Eptesicus furinalis;Eptesicus;Vespertilionidae;CHIROPTERA
;Pentalagus furnessi;Pentalagus;Leporidae;LAGOMORPHA
;Peromyscus furvus;Peromyscus;Cricetidae;RODENTIA
;Palawanomys furvus;Palawanomys;Muridae;RODENTIA
;Nyctalus furvus;Nyctalus;Vespertilionidae;CHIROPTERA
;Murina fusca;Murina;Vespertilionidae;CHIROPTERA
Macaco de cara roja;Macaca fuscata;Macaca;Cercopithecidae;PRIMATES
;Marmosops fuscatus;Marmosops;Didelphidae;DIDELPHIMORPHIA
;Handleyomys fuscatus;Handleyomys;Cricetidae;RODENTIA
Mono araña de cabeza negra;Ateles fusciceps;Ateles;Atelidae;PRIMATES
Mico bebeleche;Saguinus fuscicollis;Saguinus;Cebidae;PRIMATES
;Elephantulus fuscipes;Elephantulus;Macroscelididae;MACROSCELIDEA
;Neotoma fuscipes;Neotoma;Cricetidae;RODENTIA
;Rattus fuscipes;Rattus;Muridae;RODENTIA
;Petinomys fuscocapillus;Petinomys;Sciuridae;RODENTIA
;Ellobius fuscocapillus;Ellobius;Cricetidae;RODENTIA
;Crocidura fuscomurina;Crocidura;Soricidae;SORICOMORPHA
;Elephantulus fuscus;Elephantulus;Macroscelididae;MACROSCELIDEA
;Lasiopodomys fuscus;Lasiopodomys;Cricetidae;RODENTIA
Rata de molares anchos;Mastacomys fuscus;Mastacomys;Muridae;RODENTIA
;Notomys fuscus;Notomys;Muridae;RODENTIA
;Pseudohydromys fuscus;Pseudohydromys;Muridae;RODENTIA
;Aconaemys fuscus;Aconaemys;Octodontidae;RODENTIA
Murciélago moreno;Eptesicus fuscus;Eptesicus;Vespertilionidae;CHIROPTERA
;Miniopterus fuscus;Miniopterus;Vespertilionidae;CHIROPTERA
;Herpestes fuscus;Herpestes;Herpestidae;CARNIVORA
;Moschus fuscus;Moschus;Moschidae;ARTIODACTYLA
;Scaptonyx fusicaudus;Scaptonyx;Talpidae;SORICOMORPHA
;Bassaricyon gabbii;Bassaricyon;Procyonidae;CARNIVORA
;Galago gabonensis;Galago;Galagidae;PRIMATES
Gibón de mejillas beige del sur;Nomascus gabriellae;Nomascus;Hylobatidae;PRIMATES
Canguro rata de Tasmania;Bettongia gaimardi;Bettongia;Potoroidae;DIPROTODONTIA
;Oryzomys galapagoensis;Oryzomys;Cricetidae;RODENTIA
;Arctocephalus galapagoensis;Arctocephalus;Otariidae;CARNIVORA
;Cercocebus galeritus;Cercocebus;Cercopithecidae;PRIMATES
Murciélago de hoja redonda de Cantor;Hipposideros galeritus;Hipposideros;Hipposideridae;CHIROPTERA
Topo rata ciega;Spalax galili;Spalax;Spalacidae;RODENTIA
;Chaerephon gallagheri;Chaerephon;Molossidae;CHIROPTERA
;Galago gallarum;Galago;Galagidae;PRIMATES
;Bullimus gamay;Bullimus;Muridae;RODENTIA
;Heliosciurus gambianus;Heliosciurus;Sciuridae;RODENTIA
Rata de Gambia;Cricetomys gambianus;Cricetomys;Nesomyidae;RODENTIA
;Epomophorus gambianus;Epomophorus;Pteropodidae;CHIROPTERA
;Mungos gambianus;Mungos;Herpestidae;CARNIVORA
;Nycteris gambiensis;Nycteris;Nycteridae;CHIROPTERA
Delfín del Ganges;Platanista gangetica;Platanista;Platanistidae;CETACEA
;Ochotona gaoligongensis;Ochotona;Ochotonidae;LAGOMORPHA
Campañol del sur de lomo rojo;Myodes gapperi;Myodes;Cricetidae;RODENTIA
;Gerbillus garamantis;Gerbillus;Muridae;RODENTIA
;Rhipidomys gardneri;Rhipidomys;Cricetidae;RODENTIA
;Proechimys gardneri;Proechimys;Echimyidae;RODENTIA
;Galenomys garleppi;Galenomys;Cricetidae;RODENTIA
Gálago de Garnet;Otolemur garnettii;Otolemur;Galagidae;PRIMATES
;Mysateles garridoi;Mysateles;Capromyidae;RODENTIA
;Hesperoptenus gaskelli;Hesperoptenus;Vespertilionidae;CHIROPTERA
;Sorex gaspensis;Sorex;Soricidae;SORICOMORPHA
;Heteromys gaumeri;Heteromys;Heteromyidae;RODENTIA
Lobo marino antártico;Arctocephalus gazella;Arctocephalus;Otariidae;CARNIVORA
;Gazella gazella;Gazella;Bovidae;ARTIODACTYLA
Órice del Cabo;Oryx gazella;Oryx;Bovidae;ARTIODACTYLA
;Myosorex geata;Myosorex;Soricidae;SORICOMORPHA
;Trachypithecus geei;Trachypithecus;Cercopithecidae;PRIMATES
Gelada;Theropithecus gelada;Theropithecus;Cercopithecidae;PRIMATES
Gineta;Genetta genetta;Genetta;Viverridae;CARNIVORA
;Petinomys genibarbis;Petinomys;Sciuridae;RODENTIA
;Platalina genovensium;Platalina;Phyllostomidae;CHIROPTERA
;Rhogeessa genowaysi;Rhogeessa;Vespertilionidae;CHIROPTERA
Delfín rosado;Inia geoffrensis;Inia;Iniidae;CETACEA
;Dasyurus geoffroii;Dasyurus;Dasyuridae;DASYUROMORPHIA
Tití de cabeza blanca;Callithrix geoffroyi;Callithrix;Cebidae;PRIMATES
;Saguinus geoffroyi;Saguinus;Cebidae;PRIMATES
Mono araña centroamerican;Ateles geoffroyi;Ateles;Atelidae;PRIMATES
;Anoura geoffroyi;Anoura;Phyllostomidae;CHIROPTERA
;Nyctophilus geoffroyi;Nyctophilus;Vespertilionidae;CHIROPTERA
Gato montés sudamericano;Leopardus geoffroyi;Leopardus;Felidae;CARNIVORA
;Taphozous georgianus;Taphozous;Emballonuridae;CHIROPTERA
Topillo pirenaico;Microtus gerbei;Microtus;Cricetidae;RODENTIA
;Paralomys gerbillus;Paralomys;Cricetidae;RODENTIA
;Gerbillus gerbillus;Gerbillus;Muridae;RODENTIA
Lutung de Indochina;Trachypithecus germaini;Trachypithecus;Cercopithecidae;PRIMATES
;Atlantoxerus getulus;Atlantoxerus;Sciuridae;RODENTIA
;Neurotrichus gibbsii;Neurotrichus;Talpidae;SORICOMORPHA
Pangolín gigante;Manis gigantea;Manis;Manidae;PHOLIDOTA
Canguro gris oriental;Macropus giganteus;Macropus;Macropodidae;DIPROTODONTIA
;Spalax giganteus;Spalax;Spalacidae;RODENTIA
Vaca marina de Steller;Hydrodamalis gigas;Hydrodamalis;Dugongidae;SIRENIA
;Grammomys gigas;Grammomys;Muridae;RODENTIA
;Megasorex gigas;Megasorex;Soricidae;SORICOMORPHA
;Hipposideros gigas;Hipposideros;Hipposideridae;CHIROPTERA
;Macroderma gigas;Macroderma;Megadermatidae;CHIROPTERA
;Sminthopsis gilberti;Sminthopsis;Dasyuridae;DASYUROMORPHIA
Potoro de Gilbert;Potorous gilbertii;Potorous;Potoroidae;DIPROTODONTIA
;Planigale gilesi;Planigale;Dasyuridae;DASYUROMORPHIA
;Pteropus gilliardorum;Pteropus;Pteropodidae;CHIROPTERA
;Rattus giluwensis;Rattus;Muridae;RODENTIA
;Sciurus gilvigularis;Sciurus;Sciuridae;RODENTIA
;Mesoplodon ginkgodens;Mesoplodon;Ziphiidae;CETACEA
Rata topo desnuda;Heterocephalus glaber;Heterocephalus;Bathyergidae;RODENTIA
Ballena franca glacial;Eubalaena glacialis;Eubalaena;Balaenidae;CETACEA
Llama;Lama glama;Lama;Camelidae;ARTIODACTYLA
Topillo rojo;Myodes glareolus;Myodes;Cricetidae;RODENTIA
;Crocidura glassi;Crocidura;Soricidae;SORICOMORPHA
;Eumops glaucinus;Eumops;Molossidae;CHIROPTERA
;Pseudomys glaucus;Pseudomys;Muridae;RODENTIA
;Artibeus glaucus;Artibeus;Phyllostomidae;CHIROPTERA
;Gerbillus gleadowi;Gerbillus;Muridae;RODENTIA
;Millardia gleadowi;Millardia;Muridae;RODENTIA
;Glauconycteris gleni;Glauconycteris;Vespertilionidae;CHIROPTERA
;Miniopterus gleni;Miniopterus;Vespertilionidae;CHIROPTERA
;Monodelphis glirina;Monodelphis;Didelphidae;DIDELPHIMORPHIA
Monito del monte;Dromiciops gliroides;Dromiciops;Microbiotheriidae;MICROBIOTHERIA
Ratón de árbol de cola de lápiz de Indomalayan;Chiropodomys gliroides;Chiropodomys;Muridae;RODENTIA
;Octodontomys gliroides;Octodontomys;Octodontidae;RODENTIA
;Tupaia glis;Tupaia;Tupaiidae;SCANDENTIA
Lirón gris;Glis glis;Glis;Gliridae;RODENTIA
;Ochotona gloveri;Ochotona;Ochotonidae;LAGOMORPHA
;Crocidura gmelini;Crocidura;Soricidae;SORICOMORPHA
;Artibeus gnomus;Artibeus;Phyllostomidae;CHIROPTERA
Ñu negro;Connochaetes gnou;Connochaetes;Bovidae;ARTIODACTYLA
;Eptesicus gobiensis;Eptesicus;Vespertilionidae;CHIROPTERA
;Antechinus godmani;Antechinus;Dasyuridae;DASYUROMORPHIA
;Petrogale godmani;Petrogale;Macropodidae;DIPROTODONTIA
;Choeroniscus godmani;Choeroniscus;Phyllostomidae;CHIROPTERA
Tamarino de Goeldi;Callimico goeldii;Callimico;Cebidae;PRIMATES
;Proechimys goeldii;Proechimys;Echimyidae;RODENTIA
;Spalax golani;Spalax;Spalacidae;RODENTIA
;Chaetodipus goldmani;Chaetodipus;Heteromyidae;RODENTIA
;Cratogeomys goldmani;Cratogeomys;Geomyidae ;RODENTIA
;Nelsonia goldmani;Nelsonia;Cricetidae;RODENTIA
;Neotoma goldmani;Neotoma;Cricetidae;RODENTIA
;Cryptotis goldmani;Cryptotis;Soricidae;SORICOMORPHA
;Hyomys goliath;Hyomys;Muridae;RODENTIA
;Crocidura goliath;Crocidura;Soricidae;SORICOMORPHA
;Myotis gomantongensis;Myotis;Vespertilionidae;CHIROPTERA
Muntíaco de Gongshan;Muntiacus gongshanensis;Muntiacus;Cervidae;ARTIODACTYLA
;Chrotomys gonzalesi;Chrotomys;Muridae;RODENTIA
;Dendrolagus goodfellowi;Dendrolagus;Macropodidae;DIPROTODONTIA
;Ctenomys goodfellowi;Ctenomys;Ctenomyidae;RODENTIA
;Cryptotis goodwini;Cryptotis;Soricidae;SORICOMORPHA
;Naemorhedus goral;Naemorhedus;Bovidae;ARTIODACTYLA
Colobo rojo de Udzungwa;Piliocolobus gordonorum;Piliocolobus;Cercopithecidae;PRIMATES
;Oryzomys gorgasi;Oryzomys;Cricetidae;RODENTIA
Gorila occidental;Gorilla gorilla;Gorilla;Hominidae;PRIMATES
;Colomys goslingi;Colomys;Muridae;RODENTIA
;Peromyscus gossypinus;Peromyscus;Cricetidae;RODENTIA
;Mazama gouazoubira;Mazama;Cervidae;ARTIODACTYLA
;Myotis goudoti;Myotis;Vespertilionidae;CHIROPTERA
;Eupleres goudotii;Eupleres;Eupleridae;CARNIVORA
;Nyctophilus gouldi;Nyctophilus;Vespertilionidae;CHIROPTERA
;Mesembriomys gouldii;Mesembriomys;Muridae;RODENTIA
;Pseudomys gouldii;Pseudomys;Muridae;RODENTIA
;Chalinolobus gouldii;Chalinolobus;Vespertilionidae;CHIROPTERA
;Mus goundae;Mus;Muridae;RODENTIA
;Pseudomys gracilicaudatus;Pseudomys;Muridae;RODENTIA
;Crocidura gracilipes;Crocidura;Soricidae;SORICOMORPHA
;Apomys gracilirostris;Apomys;Muridae;RODENTIA
;Petaurus gracilis;Petaurus;Petauridae;DIPROTODONTIA
;Microgale gracilis;Microgale;Tenrecidae;AFROSORICIDA
;Tupaia gracilis;Tupaia;Tupaiidae;SCANDENTIA
;Reithrodontomys gracilis;Reithrodontomys;Cricetidae;RODENTIA
;Thomasomys gracilis;Thomasomys;Cricetidae;RODENTIA
;Taterillus gracilis;Taterillus;Muridae;RODENTIA
